stage,epoch,train_loss,val_loss,val_dice
supervised,76,1.4262175788270666,1.9770573178927104,0.0003691422207339201
supervised,77,1.4329467758219292,1.8477779626846313,0.00032576867427754525
supervised,78,1.3912653618670525,1.9826506773630779,0.0002766708203125745
supervised,79,1.5330125930461478,1.780665655930837,0.00037177183124488994
supervised,80,1.4109688160267282,1.8337748448053997,0.00030003995076792006
supervised,81,1.3474837769853307,1.7553048034509022,0.0004984140826612323
supervised,82,1.3462831669665398,1.7137385507424672,0.000379198312657536
supervised,83,1.3665326072814616,1.8371716837088268,0.0002811824142554542
supervised,84,1.4347993439816413,1.818295270204544,0.00044229779875119374
supervised,85,1.3860300906161045,1.69008207321167,0.0004418421964752876
supervised,86,1.3148003943423008,1.7352067927519481,0.0004876045750279445
supervised,87,1.3714054620012324,1.7589173316955566,0.0003753088370406961
supervised,88,1.332908404634354,1.6468349993228912,0.0006619194221760457
supervised,89,1.311777561268908,1.7949784696102142,0.00040515928897851455
supervised,90,1.324364847325264,1.712595174709956,0.0004756023336085491
supervised,91,1.3606243234999635,1.7866291403770447,0.0002473491398025847
supervised,92,1.3612707117770582,1.8131754994392395,0.00045506516653404105
supervised,93,1.3504324847079339,1.707549939552943,0.00041712216019125964
supervised,94,1.3633845156811653,1.6964631179968517,0.00040056123058699694
supervised,95,1.362265777080617,1.7360050678253174,0.00046373880104511045
supervised,96,1.3495941288927769,1.6685315668582916,0.0009021693003887776
supervised,97,1.3330827596339774,1.7162309388319652,0.0005815807586865654
supervised,98,1.2989309036985357,1.7213562031586964,0.0005381870032579172
supervised,99,1.2998941426581525,1.8972626030445099,0.0003951317303290125
supervised,100,1.3457932979502576,1.7139728764692943,0.0005099160189274698
supervised,101,1.383175327422771,1.7492112517356873,0.0003102545306319371
supervised,102,1.3160880930880283,1.7579391101996105,0.0005000214284033669
supervised,103,1.2859498313132753,1.6695956885814667,0.0007257332266211355
supervised,104,1.3385818055335512,1.7503759463628132,0.000591802043345524
supervised,105,1.3607730129931837,1.7860134045283,0.0006543777793316016
supervised,106,1.3729111488829269,1.7595721781253815,0.0006179364305959704
supervised,107,1.307622381981383,1.8901671667893727,0.0005633277566327403
supervised,108,1.303039956600108,1.7646866242090862,0.0005876904154623238
supervised,109,1.286740059548236,1.8075395226478577,0.0005561122816288844
supervised,110,1.2849865365535655,1.8736987213293712,0.0005217853783202978
supervised,111,1.3108693589555456,1.7702974081039429,0.00044942453193167847
supervised,112,1.3020207070289773,1.7060006260871887,0.0006148661474677889
supervised,113,1.2942003721886493,1.882477839787801,0.0006077309996423234
supervised,114,1.303361398108462,1.6773765683174133,0.0006407188399559042
supervised,115,1.3539426707206887,1.7778079907099407,0.0005957422181381844
supervised,116,1.31089955695132,1.6925068596998851,0.0009237074834042384
supervised,117,1.301140620353374,1.8468134999275208,0.0006808332461029446
supervised,118,1.250932310489898,1.822122613588969,0.0007217720073337356
supervised,119,1.2667827377928065,1.8356476823488872,0.0006848739891817482
supervised,120,1.346392864876605,1.7440040111541748,0.0009740621274734925
supervised,121,1.2528349972785788,1.7744952340920765,0.0008305846095026936
supervised,122,1.3018930288071329,1.786551336447398,0.0004265178977220785
supervised,123,1.3362473300162783,1.9406514763832092,0.0006952163445627472
supervised,124,1.2470703404000465,1.8259133497873943,0.0006498561827659918
supervised,125,1.273049275925819,1.8043069938818614,0.0007485293802650025
supervised,126,1.2431723285228649,1.6699040432771046,0.0008230523332410181
supervised,127,1.339444896008106,1.7893116275469463,0.0007220530678750947
supervised,128,1.2942576712750373,1.7328965266545613,0.000971527500951197
supervised,129,1.3044237202786384,1.6950111488501232,0.0007125210152783742
supervised,130,1.272421324506719,1.6913030246893566,0.0008268128367490135
supervised,131,1.2639034352404006,1.6798099279403687,0.0007502899534301832
supervised,132,1.2266677795572485,1.681165764729182,0.0011437117670235846
supervised,133,1.2281910840501176,1.7820337116718292,0.001055244283634238
supervised,134,1.2182512131143124,1.6638993720213573,0.0008444478638314953
supervised,135,1.2910828387483637,1.7774545749028523,0.00091140677977819
supervised,136,1.2707295240239893,1.701041320959727,0.0010818411319633015
supervised,137,1.229684555784185,1.787229984998703,0.0007621222515202438
supervised,138,1.3006158635971394,1.7108996311823528,0.0006481420884180503
supervised,139,1.3132440435125472,1.6911426683266957,0.0008713686038390733
supervised,140,1.2794022458664915,1.7279695967833202,0.0006955776188988239
supervised,141,1.2036184123221865,1.6245244840780895,0.0009812935459194705
supervised,142,1.2041450104814895,1.7617538968722026,0.0007755857416971897
supervised,143,1.3230885292621368,1.548139105240504,0.0014266586998322357
supervised,144,1.2755474765250023,1.729139765103658,0.0010354539942151557
supervised,145,1.2408317352863067,1.854283610979716,0.0010996873291636196
supervised,146,1.2906120305365705,1.633406162261963,0.0010397066895772393
supervised,147,1.2863125471358603,1.6332308650016785,0.0008414724361500703
supervised,148,1.3042352478554908,1.762784520785014,0.0006422762283667301
supervised,149,1.3070391416549683,1.6523085832595825,0.0012077388770800705
supervised,150,1.264235592902975,1.8885291119416554,0.0007456829941171842
supervised,151,1.2228994749962014,1.760504553715388,0.0010645578222465701
supervised,152,1.2318537843988298,1.7989627222220104,0.0013937279642656601
supervised,153,1.2519686526440559,1.8165747225284576,0.000930581963378548
supervised,154,1.2469486606881974,1.8244800170262654,0.0007411869810312055
supervised,155,1.2692373965648895,1.7124778230985005,0.0007576411420207781
supervised,156,1.2442867527616785,1.7748659153779347,0.0006778912841885661
supervised,157,1.307022896218807,1.7331241766611736,0.000770476729182216
supervised,158,1.236863597910455,1.95586891969045,0.0007377764147046643
supervised,159,1.2577839557160722,1.6957438091437023,0.0009355092746166823
supervised,160,1.2179171125939552,1.733311762412389,0.0007865712226096851
supervised,161,1.2548776129458814,1.7918257415294647,0.0009989388927351683
supervised,162,1.2424475969152247,1.6791608532269795,0.0008565704216986584
supervised,163,1.2269063198820074,1.6527169247468312,0.0010017956689504597
supervised,164,1.198454387644504,1.8316167294979095,0.0011385099545198802
supervised,165,1.225876787875561,1.6911742985248566,0.0009131094096422506
supervised,166,1.2692425530007545,1.7011401057243347,0.0010063662775792181
supervised,167,1.225725123222838,1.651958405971527,0.0005784314441067787
supervised,168,1.2581835224273357,1.8111140429973602,0.0004222291184608669
supervised,169,1.3166047283943663,1.7650369207064311,0.0008942985878093168
supervised,170,1.27647901595907,1.8718324800332387,0.0008279813943469586
supervised,171,1.2406834795119914,1.6480658253033955,0.0011474563192071703
supervised,172,1.258804808271692,1.6912932495276134,0.0007056553537646929
supervised,173,1.1880466481472582,1.7768313189347584,0.0009270803833108706
supervised,174,1.1981145067417875,1.704513321320216,0.0010548101029902075
supervised,175,1.2082211489373065,1.7306463519732158,0.0015155315826026101
supervised,176,1.246721904328529,1.9492921729882557,0.0009452129064205413
supervised,177,1.2272455235745043,1.752384106318156,0.00090122785938244
supervised,178,1.239680995332434,1.78462748726209,0.0009424468347181877
supervised,179,1.211544024183395,1.7649671634038289,0.0010950691260707874
supervised,180,1.240353617262333,1.7282087604204814,0.0007206359102080265
supervised,181,1.2391774527570034,1.9880128304163616,0.000936148511148834
supervised,182,1.240249473997887,1.7905031541983287,0.0009391210332978517
supervised,183,1.2417419185029699,1.8807579974333446,0.0009451042036137854
supervised,184,1.2849016975849232,1.7100947896639507,0.0012658758205361664
supervised,185,1.2486948383615373,1.8520163595676422,0.0007056499719813777
supervised,186,1.2071960860110345,1.830514629681905,0.00103132701284873
supervised,187,1.2161727433509015,1.8402044177055359,0.001074579934841798
supervised,188,1.2466871383342337,2.004499634106954,0.0007633774876012467
supervised,189,1.2249125445142706,1.6612958709398906,0.0011778422073499921
supervised,190,1.2054821430368627,1.6581124365329742,0.0011880887250299565
supervised,191,1.2395213969210361,1.625349799791972,0.001160036289851026
supervised,192,1.227624479760515,1.7193967302640278,0.0011070413092966191
supervised,193,1.2743033906246752,1.7830426295598347,0.0016123518095506977
supervised,194,1.2590716240253854,1.7683951358000438,0.0011250641643224906
supervised,195,1.2408201872034277,1.8880061904589336,0.0013654766905043896
supervised,196,1.2115488103095522,1.8974051376183827,0.0008760062676932042
supervised,197,1.236668495421714,1.724877417087555,0.0013159379595890641
supervised,198,1.202532910286112,1.7554063498973846,0.0009285935520892963
supervised,199,1.249807781361519,1.7143675486246746,0.001361903491973256
supervised,200,1.2175318002700806,1.642711102962494,0.0011308518223813735
