metric,value
val_loss,0.04286640137434006
mean_centroid_dist_non_bg,136.58269246419272
mean_centroid_dist_electrodes,146.0110651652018
mean_centroid_dist_anatomy,117.72594706217448
landmark_accuracy_within_5vox_non_bg,0.0
landmark_accuracy_within_10vox_non_bg,0.0
landmark_accuracy_within_15vox_non_bg,0.0
landmark_accuracy_within_10vox_electrodes,0.0
landmark_accuracy_within_15vox_electrodes,0.0
