threshold,precision,recall,tp,fp,fn
0.0,0.002641749020546184,1.0,158741,59930616,0
0.01,0.5103642752719323,0.9588512104623255,152209,146027,6532
0.02,0.5569256825770603,0.9445889845723537,149945,119292,8796
0.03,0.5833946206153374,0.9344655760011591,148338,105929,10403
0.04,0.6017875769537562,0.9267675017796284,147116,97349,11625
0.05,0.6161709018225368,0.9204931303191992,146120,91022,12621
0.06,0.6281783463732575,0.914968407657757,145243,85970,13498
0.07,0.6384342517371925,0.9104327174453984,144523,81848,14218
0.08,0.6471577848850024,0.9063127988358395,143869,78440,14872
0.09,0.6549152139316223,0.9021550828078442,143209,75459,15532
0.1,0.6621590254953299,0.8985517289169149,142637,72775,16104
0.11,0.6683950989064764,0.894853881479895,142050,70474,16691
0.12,0.6741770571783865,0.8913954176929716,141501,68386,17240
0.13,0.6795934007142961,0.8882393332535388,141000,66477,17741
0.14,0.6845997934166164,0.8851525440812392,140510,64734,18231
0.15,0.6891189670104716,0.8821917463037274,140040,63176,18701
0.16,0.6934573495508387,0.8792183493867369,139568,61696,19173
0.17,0.6977279335826657,0.8767300193396791,139173,60293,19568
0.18,0.7015630845137352,0.8742479888623607,138779,59035,19962
0.19,0.7053842703044392,0.8716777644086909,138371,57793,20370
0.2,0.7089733640993489,0.8690697425365848,137957,56630,20784
0.21,0.7124277082545912,0.8668144965698843,137599,55542,21142
0.22,0.7156054176354669,0.8647167398466685,137266,54552,21475
0.23,0.7186287430494662,0.8621906123811743,136865,53588,21876
0.24,0.7216419093936671,0.8599731638329102,136513,52657,22228
0.25,0.7246071403864472,0.8577872131333429,136166,51751,22575
0.26,0.7276024256449816,0.8556264607127333,135823,50849,22918
0.27,0.7303481031424706,0.8534216113039479,135473,50018,23268
0.28,0.7330982477079152,0.8512734580228171,135132,49198,23609
0.29,0.7356385823591691,0.8491442034509044,134794,48440,23947
0.3,0.7380775964741848,0.8471472398435187,134477,47722,24264
0.31,0.7404424671295938,0.8450431835505635,134143,47023,24598
0.32,0.7429431230150798,0.8429454268273477,133810,46298,24931
0.33,0.7452596913287377,0.8410996528937074,133517,45638,25224
0.34,0.7474802460267577,0.8390711914376248,133195,44997,25546
0.35000000000000003,0.7498857217027184,0.8370805273999786,132879,44320,25862
0.36,0.7520879669556534,0.8350331672346779,132554,43694,26187
0.37,0.7542089654385765,0.8330740010457286,132243,43097,26498
0.38,0.7564212107831612,0.8309573456132946,131907,42476,26834
0.39,0.7583645479167868,0.8290170781335635,131599,41931,27142
0.4,0.7604905231938459,0.827039013235396,131285,41347,27456
0.41000000000000003,0.7623547357879783,0.8248593621055682,130939,40817,27802
0.42,0.7643275196066955,0.8226797109757403,130593,40267,28148
0.43,0.7663409554848312,0.8206323508104396,130268,39719,28473
0.44,0.7681885891282245,0.818666885051751,129956,39216,28785
0.45,0.770157839688124,0.8163990399455717,129596,38676,29145
0.46,0.7721538645323139,0.8143705784894891,129274,38146,29467
0.47000000000000003,0.774198003038072,0.8122980200452309,128945,37608,29796
0.48,0.7761401137851356,0.8104144486931543,128646,37105,30095
0.49,0.7780061727272176,0.8082851941212416,128308,36611,30433
0.5,0.7797777181993224,0.8061811378282864,127974,36142,30767
0.51,0.7814447886944489,0.803976288419501,127624,35694,31117
0.52,0.7833084085691955,0.8018029368594125,127279,35210,31462
0.53,0.7849363275959106,0.7995035939045363,126914,34773,31827
0.54,0.7866490925933985,0.7970656604153936,126527,34316,32214
0.55,0.788668845574588,0.7950183002500929,126202,33817,32539
0.56,0.7906338337835291,0.7928701469689621,125861,33329,32880
0.5700000000000001,0.7923233318179522,0.7905015087469526,125485,32891,33256
0.58,0.7942628986390412,0.7882336636407733,125125,32411,33616
0.59,0.7958566479299191,0.7857894305818912,124737,31996,34004
0.6,0.7976558590692722,0.7832696026861365,124337,31541,34404
0.61,0.799561361070795,0.7808442683364726,123952,31073,34789
0.62,0.8012582287511756,0.778261444743324,123542,30643,35199
0.63,0.8030674526579373,0.7758046125449631,123152,30200,35589
0.64,0.8049332353944227,0.7731650928241601,122733,29743,36008
0.65,0.8068534181323974,0.7704247799875269,122298,29276,36443
0.66,0.8086456211136844,0.7676277710232391,121854,28835,36887
0.67,0.8105785410935121,0.7646984710944242,121389,28367,37352
0.68,0.8123211863154642,0.7619518586880516,120953,27945,37788
0.6900000000000001,0.8140691295300381,0.7590477570381943,120492,27520,38249
0.7000000000000001,0.8159107594420426,0.7561184571093794,120027,27081,38714
0.71,0.8177291381668946,0.7531261614831707,119552,26648,39189
0.72,0.8198408436936379,0.7502472581122709,119095,26171,39646
0.73,0.821758649835802,0.7471982663584077,118611,25727,40130
0.74,0.8237501394933601,0.7440169836400173,118106,25270,40635
0.75,0.8257121781586989,0.7404262288885669,117536,24809,41205
0.76,0.8277853260869565,0.7368984698345104,116976,24336,41765
0.77,0.8295884553714591,0.7333455125014962,116412,23913,42329
0.78,0.8316682348040307,0.7294523784025551,115794,23437,42947
0.79,0.8337737747884071,0.7254584511877838,115160,22959,43581
0.8,0.8358135970514178,0.7214204269848369,114519,22496,44222
0.81,0.8380961497397079,0.7170233273067449,113821,21988,44920
0.8200000000000001,0.8400683532077715,0.7122860508627261,113069,21526,45672
0.8300000000000001,0.842532443177556,0.7075550739884466,112318,20992,46423
0.84,0.8445756021426353,0.7022319375586648,111473,20514,47268
0.85,0.84702925150779,0.6962788441549442,110528,19961,48213
0.86,0.849852248842422,0.6902690546235692,109574,19359,49167
0.87,0.8526689608573359,0.6836671055366919,108526,18752,50215
0.88,0.8556613166593652,0.6767249796838876,107424,18121,51317
0.89,0.8585624378933422,0.669467875344114,106272,17507,52469
0.9,0.8619087109673288,0.6612721351131717,104971,16818,53770
0.91,0.8650460602210222,0.6518920757712249,103482,16144,55259
0.92,0.8686006825938567,0.6412961994695763,101800,15400,56941
0.93,0.8728491405301011,0.6292073251396929,99881,14550,58860
0.9400000000000001,0.8775818368117349,0.6150773902142483,97638,13620,61103
0.9500000000000001,0.8825262023340519,0.5983394334166976,94981,12643,63760
0.96,0.8880337323704744,0.5771287821041823,91614,11551,67127
0.97,0.8944957888481321,0.549958737818207,87301,10297,71440
0.98,0.9022232152832086,0.5087406530133992,80758,8752,77983
0.99,0.912892672736589,0.437713004201813,69483,6630,89258
1.0,0.8884859474161378,0.006173578344599064,980,123,157761
