path,shape_xyz,zooms_xyz_mm,orientation_codes
C:\Users\...\Desktop\BENG 280C Project\HCT2_lead_segmentation_training\HCT2_img_nii\10001_HCT2_img.nii.gz,"(512, 512, 189)","(0.337890625, 0.337890625, 0.699999988079071)",PLS
