group,n_classes,mean_centroid_error_voxels,mean_dice,mean_within_5vox,mean_within_10vox,mean_within_15vox
anatomy,3,9.802329233494921,0.3559316169424793,0.4166666666666667,0.7777777777777777,0.9166666666666666
electrode,6,6.467645112570881,0.5760423248049811,0.4166666666666667,0.8611111111111112,0.9444444444444445
