class_id,class_name,group,centroid_dist_mean,accuracy_within_5vox,accuracy_within_10vox,accuracy_within_15vox,dice_mean,precision,recall,f1
1,LL1,electrode,3.719554467862734,0.6666666666666666,1.0,1.0,0.7816739579041799,0.8382519863791147,0.3069622445445099,0.4493686932711323
2,LL2,electrode,9.580819424549444,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5053446744568646,0.3268324046292327,0.128399427464848,0.1843680106389409
3,LL3,electrode,6.732900660211301,0.25,0.9166666666666666,1.0,0.5271300996343294,0.5225978432085302,0.1588406437594372,0.2436310229904535
4,LL4,electrode,7.057483530517085,0.5,0.8333333333333334,0.9166666666666666,0.6036703921854496,0.5918918918918918,0.2229234527687296,0.323868677905945
5,RL1,electrode,5.082040525680902,0.5833333333333334,0.8333333333333334,0.9166666666666666,0.4944517873759738,0.4984624541216149,0.2466741937067399,0.3300275843951136
6,RL2,electrode,6.633072066603813,0.1666666666666666,0.9166666666666666,1.0,0.543983037273089,0.5578378378378378,0.2126300607808798,0.3078988588051018
7,ANT,anatomy,10.005594980757424,0.25,0.6666666666666666,0.8333333333333334,0.25341869771038,0.4305405405405405,0.1630891035047606,0.2365665915897334
8,Apex,anatomy,5.096205196512575,0.5,1.0,1.0,0.4216996909429629,0.6868468468468468,0.2586949882935767,0.3758349560030564
9,Base,anatomy,14.305187523214768,0.5,0.6666666666666666,0.9166666666666666,0.3926764621740951,0.5131531531531531,0.1981699892147653,0.2859222448108827
