threshold,precision,recall,tp,fp,fn
0.6,0.8079584775086506,0.7707775558929325,122354,29082,36387
0.61,0.8096475027569988,0.7677474628482874,121873,28653,36868
0.62,0.811530363289997,0.764824462489212,121409,28196,37332
0.63,0.8134030188070062,0.7617880698748275,120927,27741,37814
0.64,0.8152530784384076,0.7586571837143523,120430,27291,38311
0.65,0.8169763622859557,0.7552995130432592,119897,26860,38844
0.66,0.8188753807733472,0.7518914458142509,119356,26400,39385
0.67,0.8208069319587344,0.7483132902022792,118788,25933,39953
0.68,0.822724742554968,0.744873725124574,118242,25478,40499
0.6900000000000001,0.8245161651975279,0.7412703712336447,117670,25044,41071
0.7000000000000001,0.8265681354592359,0.7377363126098487,117109,24572,41632
0.71,0.8284312679961608,0.7340447647425681,116523,24132,42218
0.72,0.8304040794694398,0.7304099130029419,115946,23680,42795
0.73,0.8322478741588593,0.7269199513673216,115392,23259,43349
0.74,0.834421343413783,0.723083513396035,114783,22777,43958
0.75,0.8365964683374504,0.7189761939259549,114131,22292,44610
0.76,0.8384979302188055,0.7145727946781235,113432,21848,45309
0.77,0.8402994199484067,0.7099993070473287,112706,21420,46035
0.78,0.8425972580487475,0.7058100931706365,112041,20930,46700
0.79,0.8447178101735561,0.701211407260884,111311,20462,47430
0.8,0.847081816439931,0.6962473463062473,110523,19952,48218
0.81,0.849373518980284,0.6909557077251623,109683,19451,49058
0.8200000000000001,0.8516475779196395,0.6857774613993864,108861,18963,49880
0.8300000000000001,0.8541783688420187,0.6801582451918534,107969,18432,50772
0.84,0.8564648825148857,0.6741610547999571,107017,17935,51724
0.85,0.8587927529541349,0.6679811768856188,106036,17435,52705
0.86,0.8612231844125172,0.6615871136001411,105021,16923,53720
0.87,0.8640716918647706,0.6541788195866223,103845,16336,54896
0.88,0.8669098770436428,0.6466886311664913,102656,15760,56085
0.89,0.8696219931271477,0.6376676472996894,101224,15176,57517
0.9,0.8727325230357283,0.6282875879577425,99735,14544,59006
0.91,0.8756529892396303,0.6177358086442696,98060,13925,60681
0.92,0.8795359035264023,0.6064847770897248,96274,13186,62467
0.93,0.8837553929844307,0.5935832582634606,94226,12394,64515
0.9400000000000001,0.8881396271320905,0.5782942025059689,91799,11562,66942
0.9500000000000001,0.8928259099544645,0.5595340838220749,88821,10662,69920
0.96,0.8980101599881959,0.5367548396444523,85205,9677,73536
0.97,0.903532318751053,0.5067751872547105,80446,8589,78295
0.98,0.9105795472788569,0.4645050743034251,73736,7241,85005
0.99,0.9192614314554751,0.39297975948242736,62382,5479,96359
1.0,0.9725738396624473,0.0029041016498573147,461,13,158280
