metric,value
val_loss,0.002477891044691205
mean_centroid_dist_non_bg,137.25077056884766
mean_centroid_dist_electrodes,141.82756551106772
mean_centroid_dist_anatomy,128.09718068440756
landmark_accuracy_within_5vox_non_bg,0.0
landmark_accuracy_within_10vox_non_bg,0.0
landmark_accuracy_within_15vox_non_bg,0.0
landmark_accuracy_within_10vox_electrodes,0.0
landmark_accuracy_within_15vox_electrodes,0.0
