case_id,dice_Background,iou_Background,dice_LL1,iou_LL1,centroid_dist_LL1,dice_LL2,iou_LL2,centroid_dist_LL2,dice_LL3,iou_LL3,centroid_dist_LL3,dice_LL4,iou_LL4,centroid_dist_LL4,dice_RL1,iou_RL1,centroid_dist_RL1,dice_RL2,iou_RL2,centroid_dist_RL2,dice_ANT,iou_ANT,centroid_dist_ANT,dice_Apex,iou_Apex,centroid_dist_Apex,dice_Base,iou_Base,centroid_dist_Base,mean_dice_non_bg,mean_iou_non_bg,mean_dice_electrodes,mean_dice_anatomy,mean_centroid_dist_non_bg,mean_centroid_dist_electrodes,mean_centroid_dist_anatomy
10001_HCT2_img,,,0.7417961955070496,0.5895676016807556,4.698308997465578,0.46524155139923096,0.3031366467475891,7.33060064329415,0.5018743276596069,0.33500146865844727,5.517850794391666,0.505859375,0.33856210112571716,3.9370039370059056,0.3916199207305908,0.2434871792793274,8.186040157646666,4.226542726915028e-10,4.226542726915028e-10,6.87386354243376,0.37099677324295044,0.22774463891983032,5.220153254455275,0.7531412839889526,0.6040310263633728,1.5,0.09007633477449417,0.04716227203607559,15.724185193516387,0.42451175141394776,0.29874365947041887,0.4343985617865221,0.4047381306687991,6.554222946689933,6.090611345372953,7.4814461493238875
10004_HCT2_img,,,0.8856181502342224,0.7947169542312622,2.23606797749979,0.5546629428863525,0.3837602734565735,3.724649275726706,0.5223175287246704,0.35347074270248413,13.813629355328391,0.8415606617927551,0.7264607548713684,4.031128874149275,0.789092481136322,0.6516537666320801,3.4457848847265202,0.5721420645713806,0.40069958567619324,5.315072906367325,0.00463939318433404,0.0023250901140272617,19.685019685029527,0.48378321528434753,0.3190726041793823,5.522680508593631,0.6135430932044983,0.4425258934497833,3.905124837953327,0.5852621701132092,0.4527428517014616,0.6942323048909506,0.3673219005577266,6.853239811708276,5.427722212299668,9.704275010525494
10006_HCT2_img,,,0.6634894609451294,0.49643412232398987,6.821682537926924,0.006193868815898895,0.003106555202975869,13.249456334641733,0.4215417206287384,0.2670591473579407,20.438900840318524,0.46291807293891907,0.301166832447052,6.18465843842649,6.802721164156367e-10,6.802721164156367e-10,,0.31478357315063477,0.18679119646549225,12.093386622447824,1.9794141326023862e-10,1.9794141326023862e-10,29.295904150580505,0.040529362857341766,0.020683832466602325,4.5,0.15752699971199036,0.08549758791923523,11.280514172678478,0.22966478443631846,0.1511932527846113,0.3114877828599321,0.06601878758909117,12.983062887127561,11.757616954752297,15.025472774419661
10015_HCT2_img,,,0.5,0.3333333432674408,2.7141240332108536,0.3606610894203186,0.22000399231910706,11.05667219374799,0.5704917907714844,0.39908257126808167,4.626355027332608,0.6297769546508789,0.45961636304855347,8.74642784226795,0.42874157428741455,0.27286508679389954,4.886299798062645,0.5905857682228088,0.41902920603752136,1.8708286933869707,0.2558344304561615,0.14668013155460358,4.387482193696061,0.3495575189590454,0.21179625391960144,1.118033988749895,0.3227676749229431,0.19244065880775452,8.154753215150045,0.4453796446323395,0.29498306744628483,0.5133761962254842,0.30938654144605,5.2845529984005575,5.650117931334836,4.553423132532
10017_HCT2_img,,,0.6970596313476562,0.5349896550178528,2.29128784747792,0.3254006803035736,0.19431553781032562,32.71467560591118,0.3824710547924042,0.23645392060279846,7.77916066097293,0.5193532705307007,0.3507610857486725,7.3484692283495345,0.7880345582962036,0.6502121090888977,4.397158173184126,0.7242482304573059,0.567703127861023,1.8027756377319946,0.3200845718383789,0.19053611159324646,11.926860441876563,0.1722704917192459,0.09425382316112518,4.153311931459037,0.6447182893753052,0.4757079780101776,3.2015621187164243,0.5081823087400861,0.3661037054326799,0.5727612376213074,0.3790244509776433,8.401695738408856,9.388921192271281,6.427244830684008
10030_HCT2_img,,,0.8923530578613281,0.8056294918060303,5.436022372519215,0.6453520655632019,0.4763983488082886,5.578530272392542,0.5711607336997986,0.3997375965118408,5.315072906367325,0.6592284440994263,0.4916784167289734,3.905124837953327,0.5091137886047363,0.3414839804172516,4.420975187291616,0.6853606700897217,0.5213298201560974,7.952986860293433,0.18219272792339325,0.10022664070129395,8.73212459828649,0.5065531730651855,0.3391839563846588,6.103277807866851,0.42691633105278015,0.2713881731033325,6.726812023536855,0.564247887995508,0.41633960273530746,0.6604281266530355,0.371887410680453,6.018991874056407,5.434785406136243,7.187404809896731
10043_HCT2_img,,,0.8130330443382263,0.6849668622016907,5.244044240850758,0.7072899341583252,0.5471373200416565,2.1736397193484005,0.543795645236969,0.37343358993530273,4.743253044890384,0.7088227272033691,0.5489739775657654,2.598076211353316,0.46073007583618164,0.29931727051734924,3.3352905473723955,0.37960806488990784,0.23426927626132965,5.0990195135927845,0.06737710535526276,0.03486303985118866,10.88577052853862,0.4381560981273651,0.2805376946926117,2.8722813232690143,4.191114955087727e-10,4.191114955087727e-10,11.715374513859981,0.4576458550627465,0.3337221146095562,0.6022132486104965,0.16851106796724646,5.407416627008406,3.8655538795680067,8.491142121889204
10055_HCT2_img,,,0.8786376118659973,0.7835447788238525,1.110095830064243,0.5619585514068604,0.390780508518219,5.742143314677102,0.6231794953346252,0.4526221752166748,6.18465843842649,0.7994769215583801,0.6659404635429382,4.716990566028302,0.6655504107475281,0.49874529242515564,5.082471826437817,0.8397242426872253,0.7237281799316406,3.0413812651491097,0.40855616331100464,0.2567204236984253,6.18465843842649,0.4449217617511749,0.28610891103744507,3.640054944640259,0.7443809509277344,0.592839777469635,2.0615528128088303,0.6629317899545034,0.516781167851554,0.7280878722667694,0.5326196253299713,4.196000826295404,4.312956873463844,3.9620887319585267
10058_HCT2_img,,,0.8936936855316162,0.8078175783157349,2.389333316584537,0.6477750539779663,0.4790438711643219,3.0309069497546455,0.6393061876296997,0.46983838081359863,5.5,0.532594621181488,0.3629499077796936,9.899494936611665,0.7484931349754333,0.5980735421180725,4.353197223889497,0.7874323129653931,0.6493924260139465,3.640054944640259,0.5409984588623047,0.3708004951477051,4.242640687119285,0.19969278573989868,0.11092150211334229,9.273618495495704,0.5965877771377563,0.4250980317592621,3.0413812651491097,0.6207304464446174,0.47488174835840863,0.7082158327102661,0.4457596739133199,5.041180868804967,4.802164561913433,5.519213482588032
10061_HCT2_img,,,0.9103628993034363,0.8354735374450684,1.118033988749895,0.5300034880638123,0.36054742336273193,9.646335462299136,0.520171046257019,0.3515075445175171,6.34428877022476,0.6963562965393066,0.5341615080833435,5.123475382979799,0.7002518773078918,0.538759708404541,4.233797540875381,0.5653014183044434,0.39402100443840027,9.7082439194738,0.3342626988887787,0.20066951215267181,8.440971508067067,0.4795399308204651,0.31539133191108704,5.852349955359813,0.6037735939025879,0.4324324429035187,2.29128784747792,0.5933359165986379,0.44032933480209774,0.6537411709626516,0.47252540787061054,5.8620871528341745,6.029029177433795,5.528203103634933
