stage,epoch,train_loss,val_loss,val_dice,val_centroid_dist,val_focus_centroid_dist,val_worst_focus_centroid_dist,val_selection_score,val_centroid_dist_LL2,val_centroid_dist_ANT,val_centroid_dist_Base
supervised,0,,0.5972477893034617,0.49165347839395207,7.819034195608562,11.499723454316458,14.094633340835571,10.804626252419416,9.617319564024607,10.787217458089193,14.094633340835571
supervised,1,0.4160272586852946,0.5952664340535799,0.4935801476240158,9.581979382369251,16.922007898489635,22.985261758168537,14.884072228603891,9.75461083650589,18.026151100794475,22.985261758168537
supervised,2,0.4091514329961006,0.5960429807504019,0.4933428515990575,9.79539143597638,16.97647941774792,22.985261758168537,15.103406026186766,9.918025394280752,18.026151100794475,22.985261758168537
supervised,3,0.4115064068043486,0.5965823655327162,0.4927853060265382,9.610974801911247,16.938935657342274,22.822768688201904,14.88385149323278,9.967887183030447,18.026151100794475,22.822768688201904
