class_id,class_name,centroid_dist_mean,accuracy_within_5vox,accuracy_within_10vox,accuracy_within_15vox
1,LL1,90.07496643066406,0.0,0.0,0.0
2,LL2,81.28499603271484,0.0,0.0,0.0
3,LL3,78.12329864501953,0.0,0.0,0.0
4,LL4,71.38802337646484,0.0,0.0,0.0
5,RL1,111.61205291748047,0.0,0.0,0.0
6,RL2,101.51354217529297,0.0,0.0,0.0
7,ANT,124.3392562866211,0.0,0.0,0.0
8,Apex,116.11740112304688,0.0,0.0,0.0
9,Base,72.65328979492188,0.0,0.0,0.0
