case_id,normalized_min,normalized_max,normalized_mean,normalized_std,raw_min,raw_max,raw_mean,raw_std,raw_shape,raw_spacing_dhw
10002_HCT2_img,0.0,1.0,0.18122148513793945,0.10990902036428452,-1024.0,3071.0,-275.2012939453125,441.7942199707031,228x512x512,"0.7,0.3984,0.3984"
10003_HCT2_img,0.0,1.0,0.21420863270759583,0.09165813028812408,-1024.0,3071.0,-143.20654296875,368.4088439941406,265x512x512,"0.7,0.4414,0.4414"
10005_HCT2_img,0.0,1.0,0.21041947603225708,0.09967558830976486,-1024.0,3071.0,-158.34573364257812,401.1062927246094,211x512x512,"0.7,0.375,0.375"
10007_HCT2_img,0.0,1.0,0.22249269485473633,0.09425924718379974,-1024.0,3071.0,-110.03073120117188,379.1817321777344,180x512x512,"0.7,0.3184,0.3184"
10008_HCT2_img,0.0,1.0,0.213628888130188,0.09454499185085297,-1024.0,3071.0,-145.5093231201172,380.07952880859375,215x512x512,"0.7,0.3691,0.3691"
